campus,category,class_modality_categories,class_participation_contrib_prcnt,classroom,course_title,credits,eligible_year,exam_contrib_prcnt,instructor,level,main_language,others_contrib_prcnt,papers_contrib_prcnt,school,term_day_period,types_of_lesson,url,year
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D F2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324F220259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D F1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324F120259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E720259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E920259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E820259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E620259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E420259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E520259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E320259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E220259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D920259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D E1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324E120259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D820259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D720259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D520259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D620259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D220259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D420259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D120259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C920259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D D3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324D320259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C720259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C820259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C620259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C520259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C320259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C420259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B820259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C220259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D C1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324C120259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B920259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B720259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B520259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B320259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B4,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B420259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B120259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B220259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D B6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324B620259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A9,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A920259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A8,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A820259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A7,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A720259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A6,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A620259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A3,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A320259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A5,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A520259S050003249S&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Upper Intermediate) D A2,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Advanced, practical and specialized",English,,,Global Education Center,"{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000324A220259S050003249S&pLng=en,2025
